ReportDt|Unit|Power
04/21/2020|Palo Verde 2|0
04/21/2020|Palo Verde 3|100
04/21/2020|Peach Bottom 2|100
04/21/2020|Peach Bottom 3|100
04/21/2020|Perry 1|100
04/21/2020|Point Beach 1|100
04/21/2020|Point Beach 2|100
04/21/2020|Prairie Island 1|100
04/21/2020|Prairie Island 2|100
04/21/2020|Quad Cities 1|100
04/21/2020|Quad Cities 2|100
04/21/2020|River Bend Station 1|100
04/21/2020|Robinson 2|100
04/21/2020|Saint Lucie 1|100
04/21/2020|Saint Lucie 2|100
04/21/2020|Salem 1|100
04/21/2020|Salem 2|0
04/21/2020|Seabrook 1|0
04/21/2020|Sequoyah 1|100
04/21/2020|Sequoyah 2|0
04/21/2020|South Texas 1|76
04/21/2020|South Texas 2|100
04/21/2020|Summer|0
04/21/2020|Surry 1|100
04/21/2020|Surry 2|89
04/21/2020|Susquehanna 1|0
04/21/2020|Susquehanna 2|99
04/21/2020|Three Mile Island 1|0
04/21/2020|Turkey Point 3|0
04/21/2020|Turkey Point 4|100
04/21/2020|Vogtle 1|100
04/21/2020|Vogtle 2|100
04/21/2020|Waterford 3|100
04/21/2020|Watts Bar 1|100
04/21/2020|Watts Bar 2|100
04/21/2020|Wolf Creek 1|100
04/20/2020|Arkansas Nuclear 1|100
04/20/2020|Arkansas Nuclear 2|0
04/20/2020|Beaver Valley 1|100
04/20/2020|Beaver Valley 2|0
04/20/2020|Braidwood 1|100
04/20/2020|Braidwood 2|0
04/20/2020|Browns Ferry 1|100
04/20/2020|Browns Ferry 2|100
04/20/2020|Browns Ferry 3|99
04/20/2020|Brunswick 1|100
04/20/2020|Brunswick 2|100
04/20/2020|Byron 1|100
04/20/2020|Byron 2|100
04/20/2020|Callaway|100
04/20/2020|Calvert Cliffs 1|100
04/20/2020|Calvert Cliffs 2|100
04/20/2020|Catawba 1|97
04/20/2020|Catawba 2|100
04/20/2020|Clinton|99
04/20/2020|Columbia Generating Station|100
04/20/2020|Comanche Peak 1|100
04/20/2020|Comanche Peak 2|0
04/20/2020|Cooper|100
04/20/2020|D.C. Cook 1|100
04/20/2020|D.C. Cook 2|100
04/20/2020|Davis-Besse|100
04/20/2020|Diablo Canyon 1|100
04/20/2020|Diablo Canyon 2|100
04/20/2020|Dresden 2|100
04/20/2020|Dresden 3|100
04/20/2020|Duane Arnold|98
04/20/2020|Farley 1|100
04/20/2020|Farley 2|100
04/20/2020|Fermi 2|0
04/20/2020|FitzPatrick|100
04/20/2020|Ginna|0
04/20/2020|Grand Gulf 1|0
04/20/2020|Harris 1|100
04/20/2020|Hatch 1|100
04/20/2020|Hatch 2|0
04/20/2020|Hope Creek 1|100
04/20/2020|Indian Point 2|75
04/20/2020|Indian Point 3|100
04/20/2020|LaSalle 1|100
04/20/2020|LaSalle 2|100
04/20/2020|Limerick 1|100
04/20/2020|Limerick 2|100
04/20/2020|McGuire 1|100
04/20/2020|McGuire 2|99
04/20/2020|Millstone 2|100
04/20/2020|Millstone 3|100
04/20/2020|Monticello|100
04/20/2020|Nine Mile Point 1|100
04/20/2020|Nine Mile Point 2|100
04/20/2020|North Anna 1|100
04/20/2020|North Anna 2|90
04/20/2020|Oconee 1|100
04/20/2020|Oconee 2|100
04/20/2020|Oconee 3|0
04/20/2020|Palisades|100
04/20/2020|Palo Verde 1|100
04/20/2020|Palo Verde 2|0
04/20/2020|Palo Verde 3|100
04/20/2020|Peach Bottom 2|100
04/20/2020|Peach Bottom 3|100
04/20/2020|Perry 1|100
04/20/2020|Point Beach 1|100
04/20/2020|Point Beach 2|100
04/20/2020|Prairie Island 1|100
04/20/2020|Prairie Island 2|100
04/20/2020|Quad Cities 1|100
04/20/2020|Quad Cities 2|100
04/20/2020|River Bend Station 1|100
04/20/2020|Robinson 2|100
04/20/2020|Saint Lucie 1|100
04/20/2020|Saint Lucie 2|100
04/20/2020|Salem 1|100
04/20/2020|Salem 2|0
04/20/2020|Seabrook 1|0
04/20/2020|Sequoyah 1|100
04/20/2020|Sequoyah 2|0
04/20/2020|South Texas 1|16
04/20/2020|South Texas 2|100
04/20/2020|Summer|0
04/20/2020|Surry 1|100
04/20/2020|Surry 2|89
04/20/2020|Susquehanna 1|0
04/20/2020|Susquehanna 2|99
04/20/2020|Three Mile Island 1|0
04/20/2020|Turkey Point 3|0
04/20/2020|Turkey Point 4|100
04/20/2020|Vogtle 1|100
04/20/2020|Vogtle 2|100
04/20/2020|Waterford 3|100
04/20/2020|Watts Bar 1|100
04/20/2020|Watts Bar 2|100
04/20/2020|Wolf Creek 1|100
04/19/2020|Arkansas Nuclear 1|100
04/19/2020|Arkansas Nuclear 2|0
04/19/2020|Beaver Valley 1|100
04/19/2020|Beaver Valley 2|0
04/19/2020|Braidwood 1|100
04/19/2020|Braidwood 2|83
04/19/2020|Browns Ferry 1|100
04/19/2020|Browns Ferry 2|100
04/19/2020|Browns Ferry 3|99
04/19/2020|Brunswick 1|85
04/19/2020|Brunswick 2|100
04/19/2020|Byron 1|100
04/19/2020|Byron 2|100
04/19/2020|Callaway|100
04/19/2020|Calvert Cliffs 1|100
04/19/2020|Calvert Cliffs 2|100
04/19/2020|Catawba 1|97
04/19/2020|Catawba 2|100
04/19/2020|Clinton|99
04/19/2020|Columbia Generating Station|100
04/19/2020|Comanche Peak 1|100
04/19/2020|Comanche Peak 2|100
04/19/2020|Cooper|100
04/19/2020|D.C. Cook 1|100
04/19/2020|D.C. Cook 2|100
04/19/2020|Davis-Besse|100
04/19/2020|Diablo Canyon 1|100
04/19/2020|Diablo Canyon 2|100
04/19/2020|Dresden 2|100
04/19/2020|Dresden 3|100
04/19/2020|Duane Arnold|98
04/19/2020|Farley 1|100
04/19/2020|Farley 2|100
04/19/2020|Fermi 2|0
04/19/2020|FitzPatrick|100
04/19/2020|Ginna|0
04/19/2020|Grand Gulf 1|0
04/19/2020|Harris 1|100
04/19/2020|Hatch 1|100
04/19/2020|Hatch 2|0
04/19/2020|Hope Creek 1|100
04/19/2020|Indian Point 2|76
04/19/2020|Indian Point 3|100
04/19/2020|LaSalle 1|100
04/19/2020|LaSalle 2|100
04/19/2020|Limerick 1|100
04/19/2020|Limerick 2|100
04/19/2020|McGuire 1|100
04/19/2020|McGuire 2|100
04/19/2020|Millstone 2|100
04/19/2020|Millstone 3|100
04/19/2020|Monticello|100
04/19/2020|Nine Mile Point 1|100
04/19/2020|Nine Mile Point 2|100
04/19/2020|North Anna 1|100
04/19/2020|North Anna 2|90
04/19/2020|Oconee 1|100
04/19/2020|Oconee 2|100
04/19/2020|Oconee 3|0
04/19/2020|Palisades|100
04/19/2020|Palo Verde 1|100
04/19/2020|Palo Verde 2|0
04/19/2020|Palo Verde 3|100
04/19/2020|Peach Bottom 2|100
04/19/2020|Peach Bottom 3|100
04/19/2020|Perry 1|100
04/19/2020|Point Beach 1|100
04/19/2020|Point Beach 2|100
04/19/2020|Prairie Island 1|100
04/19/2020|Prairie Island 2|100
04/19/2020|Quad Cities 1|100
04/19/2020|Quad Cities 2|81
04/19/2020|River Bend Station 1|100
04/19/2020|Robinson 2|100
04/19/2020|Saint Lucie 1|100
04/19/2020|Saint Lucie 2|100
04/19/2020|Salem 1|100
04/19/2020|Salem 2|0
04/19/2020|Seabrook 1|0
04/19/2020|Sequoyah 1|100
04/19/2020|Sequoyah 2|0
04/19/2020|South Texas 1|14
04/19/2020|South Texas 2|100
04/19/2020|Summer|0
04/19/2020|Surry 1|100
04/19/2020|Surry 2|90
04/19/2020|Susquehanna 1|0
04/19/2020|Susquehanna 2|98
04/19/2020|Three Mile Island 1|0
04/19/2020|Turkey Point 3|0
04/19/2020|Turkey Point 4|100
04/19/2020|Vogtle 1|100
04/19/2020|Vogtle 2|100
04/19/2020|Waterford 3|100
04/19/2020|Watts Bar 1|100
04/19/2020|Watts Bar 2|100
04/19/2020|Wolf Creek 1|100
04/18/2020|Arkansas Nuclear 1|100
04/18/2020|Arkansas Nuclear 2|0
04/18/2020|Beaver Valley 1|100
04/18/2020|Beaver Valley 2|0
04/18/2020|Braidwood 1|100
04/18/2020|Braidwood 2|83
04/18/2020|Browns Ferry 1|100
04/18/2020|Browns Ferry 2|100
04/18/2020|Browns Ferry 3|99
04/18/2020|Brunswick 1|96
04/18/2020|Brunswick 2|100
04/18/2020|Byron 1|100
04/18/2020|Byron 2|100
04/18/2020|Callaway|100
04/18/2020|Calvert Cliffs 1|100
04/18/2020|Calvert Cliffs 2|100
04/18/2020|Catawba 1|97
04/18/2020|Catawba 2|100
04/18/2020|Clinton|99
04/18/2020|Columbia Generating Station|100
04/18/2020|Comanche Peak 1|100
04/18/2020|Comanche Peak 2|100
04/18/2020|Cooper|100
04/18/2020|D.C. Cook 1|100
04/18/2020|D.C. Cook 2|100
04/18/2020|Davis-Besse|100
04/18/2020|Diablo Canyon 1|100
04/18/2020|Diablo Canyon 2|100
04/18/2020|Dresden 2|100
04/18/2020|Dresden 3|100
04/18/2020|Duane Arnold|99
04/18/2020|Farley 1|100
04/18/2020|Farley 2|100
04/18/2020|Fermi 2|0
04/18/2020|FitzPatrick|100
04/18/2020|Ginna|0
04/18/2020|Grand Gulf 1|0
04/18/2020|Harris 1|100
04/18/2020|Hatch 1|91
04/18/2020|Hatch 2|0
04/18/2020|Hope Creek 1|100
04/18/2020|Indian Point 2|77
04/18/2020|Indian Point 3|100
04/18/2020|LaSalle 1|100
04/18/2020|LaSalle 2|100
04/18/2020|Limerick 1|100
04/18/2020|Limerick 2|100
04/18/2020|McGuire 1|100
04/18/2020|McGuire 2|100
04/18/2020|Millstone 2|100
04/18/2020|Millstone 3|100
04/18/2020|Monticello|80
04/18/2020|Nine Mile Point 1|100
04/18/2020|Nine Mile Point 2|100
04/18/2020|North Anna 1|100
04/18/2020|North Anna 2|80
04/18/2020|Oconee 1|100
04/18/2020|Oconee 2|100
04/18/2020|Oconee 3|0
04/18/2020|Palisades|100
04/18/2020|Palo Verde 1|100
04/18/2020|Palo Verde 2|0
04/18/2020|Palo Verde 3|100
04/18/2020|Peach Bottom 2|100
04/18/2020|Peach Bottom 3|100
04/18/2020|Perry 1|100
04/18/2020|Point Beach 1|100
04/18/2020|Point Beach 2|100
04/18/2020|Prairie Island 1|80
04/18/2020|Prairie Island 2|100
04/18/2020|Quad Cities 1|100
04/18/2020|Quad Cities 2|100
04/18/2020|River Bend Station 1|100
04/18/2020|Robinson 2|100
04/18/2020|Saint Lucie 1|100
04/18/2020|Saint Lucie 2|100
04/18/2020|Salem 1|100
04/18/2020|Salem 2|0
04/18/2020|Seabrook 1|0
04/18/2020|Sequoyah 1|100
04/18/2020|Sequoyah 2|0
04/18/2020|South Texas 1|22
04/18/2020|South Texas 2|100
04/18/2020|Summer|0
04/18/2020|Surry 1|100
04/18/2020|Surry 2|91
04/18/2020|Susquehanna 1|0
04/18/2020|Susquehanna 2|99
04/18/2020|Three Mile Island 1|0
04/18/2020|Turkey Point 3|0
04/18/2020|Turkey Point 4|100
04/18/2020|Vogtle 1|100
04/18/2020|Vogtle 2|100
04/18/2020|Waterford 3|100
04/18/2020|Watts Bar 1|100
04/18/2020|Watts Bar 2|100
04/18/2020|Wolf Creek 1|100
04/17/2020|Arkansas Nuclear 1|100
04/17/2020|Arkansas Nuclear 2|0
04/17/2020|Beaver Valley 1|100
04/17/2020|Beaver Valley 2|0
04/17/2020|Braidwood 1|100
04/17/2020|Braidwood 2|83
04/17/2020|Browns Ferry 1|100
04/17/2020|Browns Ferry 2|100
04/17/2020|Browns Ferry 3|99
04/17/2020|Brunswick 1|98
04/17/2020|Brunswick 2|100
04/17/2020|Byron 1|100
04/17/2020|Byron 2|100
04/17/2020|Callaway|100
04/17/2020|Calvert Cliffs 1|100
04/17/2020|Calvert Cliffs 2|100
04/17/2020|Catawba 1|99
04/17/2020|Catawba 2|100
04/17/2020|Clinton|99
04/17/2020|Columbia Generating Station|100
04/17/2020|Comanche Peak 1|100
04/17/2020|Comanche Peak 2|100
04/17/2020|Cooper|100
04/17/2020|D.C. Cook 1|100
04/17/2020|D.C. Cook 2|100
04/17/2020|Davis-Besse|100
04/17/2020|Diablo Canyon 1|100
04/17/2020|Diablo Canyon 2|100
04/17/2020|Dresden 2|100
04/17/2020|Dresden 3|100
04/17/2020|Duane Arnold|100
04/17/2020|Farley 1|100
04/17/2020|Farley 2|60
04/17/2020|Fermi 2|0
04/17/2020|FitzPatrick|100
04/17/2020|Ginna|0
04/17/2020|Grand Gulf 1|0
04/17/2020|Harris 1|100
04/17/2020|Hatch 1|100
04/17/2020|Hatch 2|0
04/17/2020|Hope Creek 1|100
04/17/2020|Indian Point 2|77
04/17/2020|Indian Point 3|100
04/17/2020|LaSalle 1|100
04/17/2020|LaSalle 2|100
04/17/2020|Limerick 1|100
04/17/2020|Limerick 2|100
04/17/2020|McGuire 1|100
04/17/2020|McGuire 2|100
04/17/2020|Millstone 2|100
04/17/2020|Millstone 3|100
04/17/2020|Monticello|100
04/17/2020|Nine Mile Point 1|100
04/17/2020|Nine Mile Point 2|100
04/17/2020|North Anna 1|100
04/17/2020|North Anna 2|0
04/17/2020|Oconee 1|100
04/17/2020|Oconee 2|100
04/17/2020|Oconee 3|0
04/17/2020|Palisades|100
04/17/2020|Palo Verde 1|100
04/17/2020|Palo Verde 2|0
04/17/2020|Palo Verde 3|100
04/17/2020|Peach Bottom 2|100
04/17/2020|Peach Bottom 3|100
04/17/2020|Perry 1|100
04/17/2020|Point Beach 1|100
04/17/2020|Point Beach 2|100
04/17/2020|Prairie Island 1|100
04/17/2020|Prairie Island 2|100
04/17/2020|Quad Cities 1|100
04/17/2020|Quad Cities 2|84
04/17/2020|River Bend Station 1|100
04/17/2020|Robinson 2|100
04/17/2020|Saint Lucie 1|100
04/17/2020|Saint Lucie 2|100
04/17/2020|Salem 1|100
04/17/2020|Salem 2|0
04/17/2020|Seabrook 1|0
04/17/2020|Sequoyah 1|100
04/17/2020|Sequoyah 2|0
04/17/2020|South Texas 1|25
04/17/2020|South Texas 2|100
04/17/2020|Summer|0
04/17/2020|Surry 1|100
04/17/2020|Surry 2|92
04/17/2020|Susquehanna 1|0
04/17/2020|Susquehanna 2|98
04/17/2020|Three Mile Island 1|0
04/17/2020|Turkey Point 3|0
04/17/2020|Turkey Point 4|100
04/17/2020|Vogtle 1|100
04/17/2020|Vogtle 2|100
04/17/2020|Waterford 3|100
04/17/2020|Watts Bar 1|100
04/17/2020|Watts Bar 2|100
04/17/2020|Wolf Creek 1|100
04/16/2020|Arkansas Nuclear 1|100
04/16/2020|Arkansas Nuclear 2|0
04/16/2020|Beaver Valley 1|100
04/16/2020|Beaver Valley 2|0
04/16/2020|Braidwood 1|100
04/16/2020|Braidwood 2|75
04/16/2020|Browns Ferry 1|100
04/16/2020|Browns Ferry 2|100
04/16/2020|Browns Ferry 3|99
04/16/2020|Brunswick 1|75
04/16/2020|Brunswick 2|100
04/16/2020|Byron 1|100
04/16/2020|Byron 2|100
04/16/2020|Callaway|100
04/16/2020|Calvert Cliffs 1|100
04/16/2020|Calvert Cliffs 2|100
04/16/2020|Catawba 1|99
04/16/2020|Catawba 2|100
04/16/2020|Clinton|99
04/16/2020|Columbia Generating Station|100
04/16/2020|Comanche Peak 1|100
04/16/2020|Comanche Peak 2|100
04/16/2020|Cooper|100
04/16/2020|D.C. Cook 1|100
04/16/2020|D.C. Cook 2|100
04/16/2020|Davis-Besse|100
04/16/2020|Diablo Canyon 1|100
04/16/2020|Diablo Canyon 2|100
04/16/2020|Dresden 2|100
04/16/2020|Dresden 3|100
04/16/2020|Duane Arnold|100
04/16/2020|Farley 1|100
04/16/2020|Farley 2|60
04/16/2020|Fermi 2|0
04/16/2020|FitzPatrick|100
04/16/2020|Ginna|0
04/16/2020|Grand Gulf 1|0
04/16/2020|Harris 1|100
04/16/2020|Hatch 1|54
04/16/2020|Hatch 2|0
04/16/2020|Hope Creek 1|100
04/16/2020|Indian Point 2|78
04/16/2020|Indian Point 3|100
04/16/2020|LaSalle 1|100
04/16/2020|LaSalle 2|100
04/16/2020|Limerick 1|100
04/16/2020|Limerick 2|100
04/16/2020|McGuire 1|100
04/16/2020|McGuire 2|100
04/16/2020|Millstone 2|100
04/16/2020|Millstone 3|100
04/16/2020|Monticello|100
04/16/2020|Nine Mile Point 1|100
04/16/2020|Nine Mile Point 2|100
04/16/2020|North Anna 1|100
04/16/2020|North Anna 2|0
04/16/2020|Oconee 1|100
04/16/2020|Oconee 2|100
04/16/2020|Oconee 3|0
04/16/2020|Palisades|100
04/16/2020|Palo Verde 1|100
04/16/2020|Palo Verde 2|0
04/16/2020|Palo Verde 3|100
04/16/2020|Peach Bottom 2|100
04/16/2020|Peach Bottom 3|100
04/16/2020|Perry 1|100
04/16/2020|Point Beach 1|100
04/16/2020|Point Beach 2|100
04/16/2020|Prairie Island 1|100
04/16/2020|Prairie Island 2|100
04/16/2020|Quad Cities 1|100
04/16/2020|Quad Cities 2|25
04/16/2020|River Bend Station 1|100
04/16/2020|Robinson 2|100
04/16/2020|Saint Lucie 1|100
04/16/2020|Saint Lucie 2|100
04/16/2020|Salem 1|100
04/16/2020|Salem 2|0
04/16/2020|Seabrook 1|0
04/16/2020|Sequoyah 1|100
04/16/2020|Sequoyah 2|0
04/16/2020|South Texas 1|0
04/16/2020|South Texas 2|100
04/16/2020|Summer|0
04/16/2020|Surry 1|100
04/16/2020|Surry 2|93
04/16/2020|Susquehanna 1|0
04/16/2020|Susquehanna 2|98
04/16/2020|Three Mile Island 1|0
04/16/2020|Turkey Point 3|0
04/16/2020|Turkey Point 4|100
04/16/2020|Vogtle 1|100
04/16/2020|Vogtle 2|100
04/16/2020|Waterford 3|100
04/16/2020|Watts Bar 1|100
04/16/2020|Watts Bar 2|100
04/16/2020|Wolf Creek 1|100
04/15/2020|Arkansas Nuclear 1|100
04/15/2020|Arkansas Nuclear 2|0
04/15/2020|Beaver Valley 1|100
04/15/2020|Beaver Valley 2|0
04/15/2020|Braidwood 1|100
04/15/2020|Braidwood 2|83
04/15/2020|Browns Ferry 1|100
04/15/2020|Browns Ferry 2|100
04/15/2020|Browns Ferry 3|100
04/15/2020|Brunswick 1|91
04/15/2020|Brunswick 2|100
04/15/2020|Byron 1|100
04/15/2020|Byron 2|100
04/15/2020|Callaway|100
04/15/2020|Calvert Cliffs 1|100
04/15/2020|Calvert Cliffs 2|100
04/15/2020|Catawba 1|99
04/15/2020|Catawba 2|100
04/15/2020|Clinton|99
04/15/2020|Columbia Generating Station|100
04/15/2020|Comanche Peak 1|100
04/15/2020|Comanche Peak 2|100
04/15/2020|Cooper|100
04/15/2020|D.C. Cook 1|100
04/15/2020|D.C. Cook 2|100
04/15/2020|Davis-Besse|100
04/15/2020|Diablo Canyon 1|100
04/15/2020|Diablo Canyon 2|100
04/15/2020|Dresden 2|100
04/15/2020|Dresden 3|100
04/15/2020|Duane Arnold|100
04/15/2020|Farley 1|100
04/15/2020|Farley 2|60
04/15/2020|Fermi 2|0
04/15/2020|FitzPatrick|100
04/15/2020|Ginna|0
04/15/2020|Grand Gulf 1|0
04/15/2020|Harris 1|100
04/15/2020|Hatch 1|100
04/15/2020|Hatch 2|0
04/15/2020|Hope Creek 1|100
04/15/2020|Indian Point 2|78
04/15/2020|Indian Point 3|100
04/15/2020|LaSalle 1|100
04/15/2020|LaSalle 2|100
04/15/2020|Limerick 1|96
04/15/2020|Limerick 2|100
04/15/2020|McGuire 1|100
04/15/2020|McGuire 2|95
04/15/2020|Millstone 2|100
04/15/2020|Millstone 3|9
04/15/2020|Monticello|100
04/15/2020|Nine Mile Point 1|100
04/15/2020|Nine Mile Point 2|100
04/15/2020|North Anna 1|100
04/15/2020|North Anna 2|0
04/15/2020|Oconee 1|100
04/15/2020|Oconee 2|100
04/15/2020|Oconee 3|0
04/15/2020|Palisades|100
04/15/2020|Palo Verde 1|100
04/15/2020|Palo Verde 2|0
04/15/2020|Palo Verde 3|100
04/15/2020|Peach Bottom 2|100
04/15/2020|Peach Bottom 3|100
04/15/2020|Perry 1|100
04/15/2020|Point Beach 1|100
04/15/2020|Point Beach 2|100
04/15/2020|Prairie Island 1|100
04/15/2020|Prairie Island 2|100
04/15/2020|Quad Cities 1|100
04/15/2020|Quad Cities 2|16
04/15/2020|River Bend Station 1|84
04/15/2020|Robinson 2|100
04/15/2020|Saint Lucie 1|100
04/15/2020|Saint Lucie 2|100
04/15/2020|Salem 1|100
04/15/2020|Salem 2|0
04/15/2020|Seabrook 1|0
04/15/2020|Sequoyah 1|100
04/15/2020|Sequoyah 2|0
04/15/2020|South Texas 1|0
04/15/2020|South Texas 2|100
04/15/2020|Summer|0
04/15/2020|Surry 1|100
04/15/2020|Surry 2|93
04/15/2020|Susquehanna 1|0
04/15/2020|Susquehanna 2|99
04/15/2020|Three Mile Island 1|0
04/15/2020|Turkey Point 3|0
04/15/2020|Turkey Point 4|100
04/15/2020|Vogtle 1|100
04/15/2020|Vogtle 2|100
04/15/2020|Waterford 3|100
04/15/2020|Watts Bar 1|100
04/15/2020|Watts Bar 2|100
04/15/2020|Wolf Creek 1|100
04/14/2020|Arkansas Nuclear 1|100
04/14/2020|Arkansas Nuclear 2|0
04/14/2020|Beaver Valley 1|100
04/14/2020|Beaver Valley 2|0
04/14/2020|Braidwood 1|100
04/14/2020|Braidwood 2|89
04/14/2020|Browns Ferry 1|100
04/14/2020|Browns Ferry 2|100
04/14/2020|Browns Ferry 3|99
04/14/2020|Brunswick 1|91
04/14/2020|Brunswick 2|100
04/14/2020|Byron 1|100
04/14/2020|Byron 2|100
04/14/2020|Callaway|100
04/14/2020|Calvert Cliffs 1|100
04/14/2020|Calvert Cliffs 2|100
04/14/2020|Catawba 1|99
04/14/2020|Catawba 2|100
04/14/2020|Clinton|99
04/14/2020|Columbia Generating Station|100
04/14/2020|Comanche Peak 1|100
04/14/2020|Comanche Peak 2|100
04/14/2020|Cooper|100
04/14/2020|D.C. Cook 1|100
04/14/2020|D.C. Cook 2|100
04/14/2020|Davis-Besse|99
04/14/2020|Diablo Canyon 1|100
04/14/2020|Diablo Canyon 2|100
04/14/2020|Dresden 2|100
04/14/2020|Dresden 3|100
04/14/2020|Duane Arnold|100
04/14/2020|Farley 1|100
04/14/2020|Farley 2|100
04/14/2020|Fermi 2|0
04/14/2020|FitzPatrick|100
04/14/2020|Ginna|0
04/14/2020|Grand Gulf 1|0
04/14/2020|Harris 1|100
04/14/2020|Hatch 1|100
04/14/2020|Hatch 2|100
04/14/2020|Hope Creek 1|100
04/14/2020|Indian Point 2|79
04/14/2020|Indian Point 3|100
04/14/2020|LaSalle 1|100
04/14/2020|LaSalle 2|100
04/14/2020|Limerick 1|61
04/14/2020|Limerick 2|100
04/14/2020|McGuire 1|100
04/14/2020|McGuire 2|49
04/14/2020|Millstone 2|100
04/14/2020|Millstone 3|0
04/14/2020|Monticello|100
04/14/2020|Nine Mile Point 1|100
04/14/2020|Nine Mile Point 2|100
04/14/2020|North Anna 1|100
04/14/2020|North Anna 2|0
04/14/2020|Oconee 1|100
04/14/2020|Oconee 2|100
04/14/2020|Oconee 3|0
04/14/2020|Palisades|100
04/14/2020|Palo Verde 1|100
04/14/2020|Palo Verde 2|0
04/14/2020|Palo Verde 3|100
04/14/2020|Peach Bottom 2|100
04/14/2020|Peach Bottom 3|100
04/14/2020|Perry 1|100
04/14/2020|Point Beach 1|100
04/14/2020|Point Beach 2|100
04/14/2020|Prairie Island 1|100
04/14/2020|Prairie Island 2|100
04/14/2020|Quad Cities 1|100
04/14/2020|Quad Cities 2|5
04/14/2020|River Bend Station 1|65
04/14/2020|Robinson 2|100
04/14/2020|Saint Lucie 1|100
04/14/2020|Saint Lucie 2|100
04/14/2020|Salem 1|100
04/14/2020|Salem 2|0
04/14/2020|Seabrook 1|0
04/14/2020|Sequoyah 1|100
04/14/2020|Sequoyah 2|0
04/14/2020|South Texas 1|0
04/14/2020|South Texas 2|100
04/14/2020|Summer|0
04/14/2020|Surry 1|100
04/14/2020|Surry 2|94
04/14/2020|Susquehanna 1|0
04/14/2020|Susquehanna 2|99
04/14/2020|Three Mile Island 1|0
04/14/2020|Turkey Point 3|0
04/14/2020|Turkey Point 4|100
04/14/2020|Vogtle 1|100
04/14/2020|Vogtle 2|100
04/14/2020|Waterford 3|100
04/14/2020|Watts Bar 1|100
04/14/2020|Watts Bar 2|100
04/14/2020|Wolf Creek 1|100
04/13/2020|Arkansas Nuclear 1|100
04/13/2020|Arkansas Nuclear 2|0
04/13/2020|Beaver Valley 1|100
04/13/2020|Beaver Valley 2|0
04/13/2020|Braidwood 1|100
04/13/2020|Braidwood 2|90
04/13/2020|Browns Ferry 1|100
04/13/2020|Browns Ferry 2|100
04/13/2020|Browns Ferry 3|100
04/13/2020|Brunswick 1|70
04/13/2020|Brunswick 2|100
04/13/2020|Byron 1|100
04/13/2020|Byron 2|100
04/13/2020|Callaway|100
04/13/2020|Calvert Cliffs 1|100
04/13/2020|Calvert Cliffs 2|100
04/13/2020|Catawba 1|100
04/13/2020|Catawba 2|100
04/13/2020|Clinton|99
04/13/2020|Columbia Generating Station|100
04/13/2020|Comanche Peak 1|100
04/13/2020|Comanche Peak 2|100
04/13/2020|Cooper|100
04/13/2020|D.C. Cook 1|100
04/13/2020|D.C. Cook 2|100
04/13/2020|Davis-Besse|99
04/13/2020|Diablo Canyon 1|100
04/13/2020|Diablo Canyon 2|100
04/13/2020|Dresden 2|100
04/13/2020|Dresden 3|100
04/13/2020|Duane Arnold|100
04/13/2020|Farley 1|100
04/13/2020|Farley 2|100
04/13/2020|Fermi 2|0
04/13/2020|FitzPatrick|100
04/13/2020|Ginna|0
04/13/2020|Grand Gulf 1|0
04/13/2020|Harris 1|100
04/13/2020|Hatch 1|97
04/13/2020|Hatch 2|100
04/13/2020|Hope Creek 1|100
04/13/2020|Indian Point 2|80
04/13/2020|Indian Point 3|100
04/13/2020|LaSalle 1|100
04/13/2020|LaSalle 2|100
04/13/2020|Limerick 1|16
04/13/2020|Limerick 2|100
04/13/2020|McGuire 1|100
04/13/2020|McGuire 2|0
04/13/2020|Millstone 2|100
04/13/2020|Millstone 3|83
04/13/2020|Monticello|100
04/13/2020|Nine Mile Point 1|100
04/13/2020|Nine Mile Point 2|100
04/13/2020|North Anna 1|100
04/13/2020|North Anna 2|0
04/13/2020|Oconee 1|100
04/13/2020|Oconee 2|100
04/13/2020|Oconee 3|0
04/13/2020|Palisades|100
04/13/2020|Palo Verde 1|100
04/13/2020|Palo Verde 2|0
04/13/2020|Palo Verde 3|100
04/13/2020|Peach Bottom 2|100
04/13/2020|Peach Bottom 3|100
04/13/2020|Perry 1|98
04/13/2020|Point Beach 1|68
04/13/2020|Point Beach 2|100
04/13/2020|Prairie Island 1|100
04/13/2020|Prairie Island 2|100
04/13/2020|Quad Cities 1|100
04/13/2020|Quad Cities 2|0
04/13/2020|River Bend Station 1|96
04/13/2020|Robinson 2|100
04/13/2020|Saint Lucie 1|100
04/13/2020|Saint Lucie 2|100
04/13/2020|Salem 1|100
04/13/2020|Salem 2|0
04/13/2020|Seabrook 1|0
04/13/2020|Sequoyah 1|100
04/13/2020|Sequoyah 2|0
04/13/2020|South Texas 1|0
04/13/2020|South Texas 2|100
04/13/2020|Summer|0
04/13/2020|Surry 1|100
04/13/2020|Surry 2|95
04/13/2020|Susquehanna 1|0
04/13/2020|Susquehanna 2|99
04/13/2020|Three Mile Island 1|0
04/13/2020|Turkey Point 3|0
04/13/2020|Turkey Point 4|100
04/13/2020|Vogtle 1|100
04/13/2020|Vogtle 2|100
04/13/2020|Waterford 3|100
04/13/2020|Watts Bar 1|100
04/13/2020|Watts Bar 2|100
04/13/2020|Wolf Creek 1|100
04/12/2020|Arkansas Nuclear 1|100
