ReportDt|Unit|Power
05/28/2020|Grand Gulf 1|0
05/28/2020|Harris 1|100
05/28/2020|Hatch 1|100
05/28/2020|Hatch 2|100
05/28/2020|Hope Creek 1|100
05/28/2020|Indian Point 2|0
05/28/2020|Indian Point 3|100
05/28/2020|LaSalle 1|100
05/28/2020|LaSalle 2|100
05/28/2020|Limerick 1|100
05/28/2020|Limerick 2|100
05/28/2020|McGuire 1|100
05/28/2020|McGuire 2|100
05/28/2020|Millstone 2|0
05/28/2020|Millstone 3|100
05/28/2020|Monticello|100
05/28/2020|Nine Mile Point 1|100
05/28/2020|Nine Mile Point 2|100
05/28/2020|North Anna 1|99
05/28/2020|North Anna 2|30
05/28/2020|Oconee 1|100
05/28/2020|Oconee 2|100
05/28/2020|Oconee 3|100
05/28/2020|Palisades|100
05/28/2020|Palo Verde 1|100
05/28/2020|Palo Verde 2|100
05/28/2020|Palo Verde 3|100
05/28/2020|Peach Bottom 2|100
05/28/2020|Peach Bottom 3|100
05/28/2020|Perry 1|98
05/28/2020|Point Beach 1|100
05/28/2020|Point Beach 2|100
05/28/2020|Prairie Island 1|100
05/28/2020|Prairie Island 2|100
05/28/2020|Quad Cities 1|100
05/28/2020|Quad Cities 2|100
05/28/2020|River Bend Station 1|100
05/28/2020|Robinson 2|100
05/28/2020|Saint Lucie 1|100
05/28/2020|Saint Lucie 2|100
05/28/2020|Salem 1|100
05/28/2020|Salem 2|100
05/28/2020|Seabrook 1|100
05/28/2020|Sequoyah 1|100
05/28/2020|Sequoyah 2|100
05/28/2020|South Texas 1|100
05/28/2020|South Texas 2|100
05/28/2020|Summer|100
05/28/2020|Surry 1|100
05/28/2020|Surry 2|0
05/28/2020|Susquehanna 1|98
05/28/2020|Susquehanna 2|85
05/28/2020|Three Mile Island 1|0
05/28/2020|Turkey Point 3|100
05/28/2020|Turkey Point 4|100
05/28/2020|Vogtle 1|100
05/28/2020|Vogtle 2|100
05/28/2020|Waterford 3|100
05/28/2020|Watts Bar 1|0
05/28/2020|Watts Bar 2|0
05/28/2020|Wolf Creek 1|100
05/27/2020|Arkansas Nuclear 1|100
05/27/2020|Arkansas Nuclear 2|100
05/27/2020|Beaver Valley 1|100
05/27/2020|Beaver Valley 2|100
05/27/2020|Braidwood 1|100
05/27/2020|Braidwood 2|100
05/27/2020|Browns Ferry 1|100
05/27/2020|Browns Ferry 2|88
05/27/2020|Browns Ferry 3|100
05/27/2020|Brunswick 1|100
05/27/2020|Brunswick 2|100
05/27/2020|Byron 1|100
05/27/2020|Byron 2|100
05/27/2020|Callaway|100
05/27/2020|Calvert Cliffs 1|100
05/27/2020|Calvert Cliffs 2|100
05/27/2020|Catawba 1|0
05/27/2020|Catawba 2|100
05/27/2020|Clinton|99
05/27/2020|Columbia Generating Station|100
05/27/2020|Comanche Peak 1|100
05/27/2020|Comanche Peak 2|100
05/27/2020|Cooper|99
05/27/2020|D.C. Cook 1|100
05/27/2020|D.C. Cook 2|100
05/27/2020|Davis-Besse|100
05/27/2020|Diablo Canyon 1|100
05/27/2020|Diablo Canyon 2|100
05/27/2020|Dresden 2|100
05/27/2020|Dresden 3|100
05/27/2020|Duane Arnold|70
05/27/2020|Farley 1|100
05/27/2020|Farley 2|100
05/27/2020|Fermi 2|0
05/27/2020|FitzPatrick|100
05/27/2020|Ginna|47
05/27/2020|Grand Gulf 1|0
05/27/2020|Harris 1|100
05/27/2020|Hatch 1|100
05/27/2020|Hatch 2|100
05/27/2020|Hope Creek 1|100
05/27/2020|Indian Point 2|0
05/27/2020|Indian Point 3|100
05/27/2020|LaSalle 1|100
05/27/2020|LaSalle 2|100
05/27/2020|Limerick 1|100
05/27/2020|Limerick 2|100
05/27/2020|McGuire 1|100
05/27/2020|McGuire 2|100
05/27/2020|Millstone 2|0
05/27/2020|Millstone 3|100
05/27/2020|Monticello|100
05/27/2020|Nine Mile Point 1|100
05/27/2020|Nine Mile Point 2|100
05/27/2020|North Anna 1|100
05/27/2020|North Anna 2|8
05/27/2020|Oconee 1|100
05/27/2020|Oconee 2|100
05/27/2020|Oconee 3|100
05/27/2020|Palisades|100
05/27/2020|Palo Verde 1|100
05/27/2020|Palo Verde 2|100
05/27/2020|Palo Verde 3|100
05/27/2020|Peach Bottom 2|100
05/27/2020|Peach Bottom 3|100
05/27/2020|Perry 1|97
05/27/2020|Point Beach 1|100
05/27/2020|Point Beach 2|100
05/27/2020|Prairie Island 1|100
05/27/2020|Prairie Island 2|100
05/27/2020|Quad Cities 1|100
05/27/2020|Quad Cities 2|100
05/27/2020|River Bend Station 1|100
05/27/2020|Robinson 2|100
05/27/2020|Saint Lucie 1|100
05/27/2020|Saint Lucie 2|100
05/27/2020|Salem 1|100
05/27/2020|Salem 2|100
05/27/2020|Seabrook 1|100
05/27/2020|Sequoyah 1|100
05/27/2020|Sequoyah 2|100
05/27/2020|South Texas 1|100
05/27/2020|South Texas 2|100
05/27/2020|Summer|100
05/27/2020|Surry 1|100
05/27/2020|Surry 2|0
05/27/2020|Susquehanna 1|98
05/27/2020|Susquehanna 2|85
05/27/2020|Three Mile Island 1|0
05/27/2020|Turkey Point 3|100
05/27/2020|Turkey Point 4|100
05/27/2020|Vogtle 1|100
05/27/2020|Vogtle 2|100
05/27/2020|Waterford 3|100
05/27/2020|Watts Bar 1|0
05/27/2020|Watts Bar 2|0
05/27/2020|Wolf Creek 1|100
05/26/2020|Arkansas Nuclear 1|100
05/26/2020|Arkansas Nuclear 2|100
05/26/2020|Beaver Valley 1|100
05/26/2020|Beaver Valley 2|100
05/26/2020|Braidwood 1|100
05/26/2020|Braidwood 2|100
05/26/2020|Browns Ferry 1|100
05/26/2020|Browns Ferry 2|87
05/26/2020|Browns Ferry 3|100
05/26/2020|Brunswick 1|100
05/26/2020|Brunswick 2|100
05/26/2020|Byron 1|100
05/26/2020|Byron 2|100
05/26/2020|Callaway|100
05/26/2020|Calvert Cliffs 1|100
05/26/2020|Calvert Cliffs 2|100
05/26/2020|Catawba 1|0
05/26/2020|Catawba 2|100
05/26/2020|Clinton|99
05/26/2020|Columbia Generating Station|100
05/26/2020|Comanche Peak 1|100
05/26/2020|Comanche Peak 2|100
05/26/2020|Cooper|100
05/26/2020|D.C. Cook 1|100
05/26/2020|D.C. Cook 2|100
05/26/2020|Davis-Besse|100
05/26/2020|Diablo Canyon 1|100
05/26/2020|Diablo Canyon 2|100
05/26/2020|Dresden 2|100
05/26/2020|Dresden 3|100
05/26/2020|Duane Arnold|70
05/26/2020|Farley 1|100
05/26/2020|Farley 2|100
05/26/2020|Fermi 2|0
05/26/2020|FitzPatrick|100
05/26/2020|Ginna|50
05/26/2020|Grand Gulf 1|0
05/26/2020|Harris 1|100
05/26/2020|Hatch 1|100
05/26/2020|Hatch 2|100
05/26/2020|Hope Creek 1|100
05/26/2020|Indian Point 2|0
05/26/2020|Indian Point 3|100
05/26/2020|LaSalle 1|100
05/26/2020|LaSalle 2|100
05/26/2020|Limerick 1|100
05/26/2020|Limerick 2|100
05/26/2020|McGuire 1|100
05/26/2020|McGuire 2|100
05/26/2020|Millstone 2|0
05/26/2020|Millstone 3|100
05/26/2020|Monticello|100
05/26/2020|Nine Mile Point 1|100
05/26/2020|Nine Mile Point 2|100
05/26/2020|North Anna 1|100
05/26/2020|North Anna 2|100
05/26/2020|Oconee 1|100
05/26/2020|Oconee 2|100
05/26/2020|Oconee 3|100
05/26/2020|Palisades|100
05/26/2020|Palo Verde 1|100
05/26/2020|Palo Verde 2|99
05/26/2020|Palo Verde 3|100
05/26/2020|Peach Bottom 2|100
05/26/2020|Peach Bottom 3|100
05/26/2020|Perry 1|96
05/26/2020|Point Beach 1|100
05/26/2020|Point Beach 2|100
05/26/2020|Prairie Island 1|100
05/26/2020|Prairie Island 2|100
05/26/2020|Quad Cities 1|100
05/26/2020|Quad Cities 2|100
05/26/2020|River Bend Station 1|100
05/26/2020|Robinson 2|100
05/26/2020|Saint Lucie 1|100
05/26/2020|Saint Lucie 2|100
05/26/2020|Salem 1|100
05/26/2020|Salem 2|100
05/26/2020|Seabrook 1|100
05/26/2020|Sequoyah 1|100
05/26/2020|Sequoyah 2|100
05/26/2020|South Texas 1|100
05/26/2020|South Texas 2|100
05/26/2020|Summer|100
05/26/2020|Surry 1|100
05/26/2020|Surry 2|0
05/26/2020|Susquehanna 1|98
05/26/2020|Susquehanna 2|85
05/26/2020|Three Mile Island 1|0
05/26/2020|Turkey Point 3|100
05/26/2020|Turkey Point 4|100
05/26/2020|Vogtle 1|100
05/26/2020|Vogtle 2|100
05/26/2020|Waterford 3|100
05/26/2020|Watts Bar 1|0
05/26/2020|Watts Bar 2|0
05/26/2020|Wolf Creek 1|62
05/25/2020|Arkansas Nuclear 1|100
05/25/2020|Arkansas Nuclear 2|100
05/25/2020|Beaver Valley 1|100
05/25/2020|Beaver Valley 2|100
05/25/2020|Braidwood 1|100
05/25/2020|Braidwood 2|100
05/25/2020|Browns Ferry 1|100
05/25/2020|Browns Ferry 2|94
05/25/2020|Browns Ferry 3|100
05/25/2020|Brunswick 1|100
05/25/2020|Brunswick 2|100
05/25/2020|Byron 1|100
05/25/2020|Byron 2|100
05/25/2020|Callaway|100
05/25/2020|Calvert Cliffs 1|100
05/25/2020|Calvert Cliffs 2|100
05/25/2020|Catawba 1|0
05/25/2020|Catawba 2|100
05/25/2020|Clinton|99
05/25/2020|Columbia Generating Station|65
05/25/2020|Comanche Peak 1|100
05/25/2020|Comanche Peak 2|100
05/25/2020|Cooper|99
05/25/2020|D.C. Cook 1|100
05/25/2020|D.C. Cook 2|100
05/25/2020|Davis-Besse|100
05/25/2020|Diablo Canyon 1|100
05/25/2020|Diablo Canyon 2|100
05/25/2020|Dresden 2|100
05/25/2020|Dresden 3|100
05/25/2020|Duane Arnold|70
05/25/2020|Farley 1|100
05/25/2020|Farley 2|100
05/25/2020|Fermi 2|0
05/25/2020|FitzPatrick|100
05/25/2020|Ginna|47
05/25/2020|Grand Gulf 1|58
05/25/2020|Harris 1|100
05/25/2020|Hatch 1|100
05/25/2020|Hatch 2|100
05/25/2020|Hope Creek 1|100
05/25/2020|Indian Point 2|0
05/25/2020|Indian Point 3|100
05/25/2020|LaSalle 1|100
05/25/2020|LaSalle 2|100
05/25/2020|Limerick 1|100
05/25/2020|Limerick 2|100
05/25/2020|McGuire 1|100
05/25/2020|McGuire 2|100
05/25/2020|Millstone 2|0
05/25/2020|Millstone 3|100
05/25/2020|Monticello|100
05/25/2020|Nine Mile Point 1|100
05/25/2020|Nine Mile Point 2|100
05/25/2020|North Anna 1|100
05/25/2020|North Anna 2|100
05/25/2020|Oconee 1|100
05/25/2020|Oconee 2|100
05/25/2020|Oconee 3|100
05/25/2020|Palisades|100
05/25/2020|Palo Verde 1|100
05/25/2020|Palo Verde 2|100
05/25/2020|Palo Verde 3|100
05/25/2020|Peach Bottom 2|100
05/25/2020|Peach Bottom 3|100
05/25/2020|Perry 1|100
05/25/2020|Point Beach 1|100
05/25/2020|Point Beach 2|100
05/25/2020|Prairie Island 1|100
05/25/2020|Prairie Island 2|100
05/25/2020|Quad Cities 1|100
05/25/2020|Quad Cities 2|100
05/25/2020|River Bend Station 1|100
05/25/2020|Robinson 2|100
05/25/2020|Saint Lucie 1|100
05/25/2020|Saint Lucie 2|100
05/25/2020|Salem 1|100
05/25/2020|Salem 2|100
05/25/2020|Seabrook 1|100
05/25/2020|Sequoyah 1|100
05/25/2020|Sequoyah 2|100
05/25/2020|South Texas 1|100
05/25/2020|South Texas 2|100
05/25/2020|Summer|100
05/25/2020|Surry 1|100
05/25/2020|Surry 2|0
05/25/2020|Susquehanna 1|97
05/25/2020|Susquehanna 2|100
05/25/2020|Three Mile Island 1|0
05/25/2020|Turkey Point 3|100
05/25/2020|Turkey Point 4|100
05/25/2020|Vogtle 1|100
05/25/2020|Vogtle 2|100
05/25/2020|Waterford 3|100
05/25/2020|Watts Bar 1|0
05/25/2020|Watts Bar 2|0
05/25/2020|Wolf Creek 1|100
05/24/2020|Arkansas Nuclear 1|100
05/24/2020|Arkansas Nuclear 2|85
05/24/2020|Beaver Valley 1|100
05/24/2020|Beaver Valley 2|100
05/24/2020|Braidwood 1|100
05/24/2020|Braidwood 2|100
05/24/2020|Browns Ferry 1|100
05/24/2020|Browns Ferry 2|40
05/24/2020|Browns Ferry 3|100
05/24/2020|Brunswick 1|100
05/24/2020|Brunswick 2|100
05/24/2020|Byron 1|100
05/24/2020|Byron 2|100
05/24/2020|Callaway|100
05/24/2020|Calvert Cliffs 1|100
05/24/2020|Calvert Cliffs 2|100
05/24/2020|Catawba 1|0
05/24/2020|Catawba 2|100
05/24/2020|Clinton|99
05/24/2020|Columbia Generating Station|65
05/24/2020|Comanche Peak 1|100
05/24/2020|Comanche Peak 2|100
05/24/2020|Cooper|99
05/24/2020|D.C. Cook 1|100
05/24/2020|D.C. Cook 2|100
05/24/2020|Davis-Besse|100
05/24/2020|Diablo Canyon 1|100
05/24/2020|Diablo Canyon 2|100
05/24/2020|Dresden 2|100
05/24/2020|Dresden 3|100
05/24/2020|Duane Arnold|73
05/24/2020|Farley 1|100
05/24/2020|Farley 2|100
05/24/2020|Fermi 2|0
05/24/2020|FitzPatrick|100
05/24/2020|Ginna|6
05/24/2020|Grand Gulf 1|26
05/24/2020|Harris 1|100
05/24/2020|Hatch 1|100
05/24/2020|Hatch 2|100
05/24/2020|Hope Creek 1|100
05/24/2020|Indian Point 2|0
05/24/2020|Indian Point 3|100
05/24/2020|LaSalle 1|100
05/24/2020|LaSalle 2|100
05/24/2020|Limerick 1|100
05/24/2020|Limerick 2|100
05/24/2020|McGuire 1|100
05/24/2020|McGuire 2|100
05/24/2020|Millstone 2|0
05/24/2020|Millstone 3|100
05/24/2020|Monticello|100
05/24/2020|Nine Mile Point 1|100
05/24/2020|Nine Mile Point 2|100
05/24/2020|North Anna 1|100
05/24/2020|North Anna 2|100
05/24/2020|Oconee 1|100
05/24/2020|Oconee 2|100
05/24/2020|Oconee 3|100
05/24/2020|Palisades|100
05/24/2020|Palo Verde 1|100
05/24/2020|Palo Verde 2|100
05/24/2020|Palo Verde 3|100
05/24/2020|Peach Bottom 2|100
05/24/2020|Peach Bottom 3|100
05/24/2020|Perry 1|100
05/24/2020|Point Beach 1|100
05/24/2020|Point Beach 2|100
05/24/2020|Prairie Island 1|100
05/24/2020|Prairie Island 2|100
05/24/2020|Quad Cities 1|100
05/24/2020|Quad Cities 2|100
05/24/2020|River Bend Station 1|100
05/24/2020|Robinson 2|100
05/24/2020|Saint Lucie 1|100
05/24/2020|Saint Lucie 2|100
05/24/2020|Salem 1|100
05/24/2020|Salem 2|97
05/24/2020|Seabrook 1|100
05/24/2020|Sequoyah 1|100
05/24/2020|Sequoyah 2|100
05/24/2020|South Texas 1|100
05/24/2020|South Texas 2|100
05/24/2020|Summer|100
05/24/2020|Surry 1|100
05/24/2020|Surry 2|0
05/24/2020|Susquehanna 1|97
05/24/2020|Susquehanna 2|100
05/24/2020|Three Mile Island 1|0
05/24/2020|Turkey Point 3|100
05/24/2020|Turkey Point 4|100
05/24/2020|Vogtle 1|100
05/24/2020|Vogtle 2|100
05/24/2020|Waterford 3|100
05/24/2020|Watts Bar 1|0
05/24/2020|Watts Bar 2|0
05/24/2020|Wolf Creek 1|100
05/23/2020|Arkansas Nuclear 1|71
05/23/2020|Arkansas Nuclear 2|71
05/23/2020|Beaver Valley 1|100
05/23/2020|Beaver Valley 2|100
05/23/2020|Braidwood 1|100
05/23/2020|Braidwood 2|100
05/23/2020|Browns Ferry 1|100
05/23/2020|Browns Ferry 2|20
05/23/2020|Browns Ferry 3|100
05/23/2020|Brunswick 1|100
05/23/2020|Brunswick 2|100
05/23/2020|Byron 1|100
05/23/2020|Byron 2|100
05/23/2020|Callaway|100
05/23/2020|Calvert Cliffs 1|100
05/23/2020|Calvert Cliffs 2|100
05/23/2020|Catawba 1|0
05/23/2020|Catawba 2|100
05/23/2020|Clinton|99
05/23/2020|Columbia Generating Station|65
05/23/2020|Comanche Peak 1|100
05/23/2020|Comanche Peak 2|100
05/23/2020|Cooper|99
05/23/2020|D.C. Cook 1|100
05/23/2020|D.C. Cook 2|100
05/23/2020|Davis-Besse|100
05/23/2020|Diablo Canyon 1|100
05/23/2020|Diablo Canyon 2|100
05/23/2020|Dresden 2|100
05/23/2020|Dresden 3|100
05/23/2020|Duane Arnold|76
05/23/2020|Farley 1|100
05/23/2020|Farley 2|100
05/23/2020|Fermi 2|0
05/23/2020|FitzPatrick|100
05/23/2020|Ginna|0
05/23/2020|Grand Gulf 1|13
05/23/2020|Harris 1|100
05/23/2020|Hatch 1|100
05/23/2020|Hatch 2|100
05/23/2020|Hope Creek 1|100
05/23/2020|Indian Point 2|0
05/23/2020|Indian Point 3|100
05/23/2020|LaSalle 1|100
05/23/2020|LaSalle 2|100
05/23/2020|Limerick 1|100
05/23/2020|Limerick 2|100
05/23/2020|McGuire 1|100
05/23/2020|McGuire 2|100
05/23/2020|Millstone 2|0
05/23/2020|Millstone 3|100
05/23/2020|Monticello|100
05/23/2020|Nine Mile Point 1|100
05/23/2020|Nine Mile Point 2|100
05/23/2020|North Anna 1|100
05/23/2020|North Anna 2|100
05/23/2020|Oconee 1|100
05/23/2020|Oconee 2|100
05/23/2020|Oconee 3|100
05/23/2020|Palisades|100
05/23/2020|Palo Verde 1|100
05/23/2020|Palo Verde 2|100
05/23/2020|Palo Verde 3|100
05/23/2020|Peach Bottom 2|100
05/23/2020|Peach Bottom 3|100
05/23/2020|Perry 1|100
05/23/2020|Point Beach 1|100
05/23/2020|Point Beach 2|100
05/23/2020|Prairie Island 1|100
05/23/2020|Prairie Island 2|100
05/23/2020|Quad Cities 1|100
05/23/2020|Quad Cities 2|100
05/23/2020|River Bend Station 1|100
05/23/2020|Robinson 2|100
05/23/2020|Saint Lucie 1|100
05/23/2020|Saint Lucie 2|100
05/23/2020|Salem 1|100
05/23/2020|Salem 2|60
05/23/2020|Seabrook 1|100
05/23/2020|Sequoyah 1|100
05/23/2020|Sequoyah 2|100
05/23/2020|South Texas 1|100
05/23/2020|South Texas 2|100
05/23/2020|Summer|100
05/23/2020|Surry 1|100
05/23/2020|Surry 2|0
05/23/2020|Susquehanna 1|91
05/23/2020|Susquehanna 2|100
05/23/2020|Three Mile Island 1|0
05/23/2020|Turkey Point 3|100
05/23/2020|Turkey Point 4|100
05/23/2020|Vogtle 1|100
05/23/2020|Vogtle 2|100
05/23/2020|Waterford 3|100
05/23/2020|Watts Bar 1|0
05/23/2020|Watts Bar 2|0
05/23/2020|Wolf Creek 1|100
05/22/2020|Arkansas Nuclear 1|100
05/22/2020|Arkansas Nuclear 2|100
05/22/2020|Beaver Valley 1|100
05/22/2020|Beaver Valley 2|100
05/22/2020|Braidwood 1|100
05/22/2020|Braidwood 2|100
05/22/2020|Browns Ferry 1|100
05/22/2020|Browns Ferry 2|0
05/22/2020|Browns Ferry 3|100
05/22/2020|Brunswick 1|100
05/22/2020|Brunswick 2|100
05/22/2020|Byron 1|100
05/22/2020|Byron 2|100
05/22/2020|Callaway|100
05/22/2020|Calvert Cliffs 1|100
05/22/2020|Calvert Cliffs 2|100
05/22/2020|Catawba 1|0
05/22/2020|Catawba 2|100
05/22/2020|Clinton|99
05/22/2020|Columbia Generating Station|65
05/22/2020|Comanche Peak 1|100
05/22/2020|Comanche Peak 2|100
05/22/2020|Cooper|99
05/22/2020|D.C. Cook 1|100
05/22/2020|D.C. Cook 2|100
05/22/2020|Davis-Besse|100
05/22/2020|Diablo Canyon 1|100
05/22/2020|Diablo Canyon 2|100
05/22/2020|Dresden 2|100
05/22/2020|Dresden 3|100
05/22/2020|Duane Arnold|95
05/22/2020|Farley 1|100
05/22/2020|Farley 2|100
05/22/2020|Fermi 2|0
05/22/2020|FitzPatrick|100
05/22/2020|Ginna|0
05/22/2020|Grand Gulf 1|15
05/22/2020|Harris 1|100
05/22/2020|Hatch 1|100
05/22/2020|Hatch 2|100
05/22/2020|Hope Creek 1|100
05/22/2020|Indian Point 2|0
05/22/2020|Indian Point 3|100
05/22/2020|LaSalle 1|100
05/22/2020|LaSalle 2|100
05/22/2020|Limerick 1|100
05/22/2020|Limerick 2|100
05/22/2020|McGuire 1|100
05/22/2020|McGuire 2|100
05/22/2020|Millstone 2|0
05/22/2020|Millstone 3|100
05/22/2020|Monticello|100
05/22/2020|Nine Mile Point 1|100
05/22/2020|Nine Mile Point 2|100
05/22/2020|North Anna 1|100
05/22/2020|North Anna 2|100
05/22/2020|Oconee 1|100
05/22/2020|Oconee 2|100
05/22/2020|Oconee 3|100
05/22/2020|Palisades|100
05/22/2020|Palo Verde 1|100
05/22/2020|Palo Verde 2|100
05/22/2020|Palo Verde 3|100
05/22/2020|Peach Bottom 2|100
05/22/2020|Peach Bottom 3|100
05/22/2020|Perry 1|100
05/22/2020|Point Beach 1|100
05/22/2020|Point Beach 2|100
05/22/2020|Prairie Island 1|100
05/22/2020|Prairie Island 2|100
05/22/2020|Quad Cities 1|100
05/22/2020|Quad Cities 2|100
05/22/2020|River Bend Station 1|100
05/22/2020|Robinson 2|100
05/22/2020|Saint Lucie 1|100
05/22/2020|Saint Lucie 2|100
05/22/2020|Salem 1|100
05/22/2020|Salem 2|60
05/22/2020|Seabrook 1|100
05/22/2020|Sequoyah 1|100
05/22/2020|Sequoyah 2|100
05/22/2020|South Texas 1|100
05/22/2020|South Texas 2|100
05/22/2020|Summer|100
05/22/2020|Surry 1|100
05/22/2020|Surry 2|0
05/22/2020|Susquehanna 1|91
05/22/2020|Susquehanna 2|100
05/22/2020|Three Mile Island 1|0
05/22/2020|Turkey Point 3|100
05/22/2020|Turkey Point 4|100
05/22/2020|Vogtle 1|100
05/22/2020|Vogtle 2|100
05/22/2020|Waterford 3|100
05/22/2020|Watts Bar 1|0
05/22/2020|Watts Bar 2|0
05/22/2020|Wolf Creek 1|100
05/21/2020|Arkansas Nuclear 1|100
05/21/2020|Arkansas Nuclear 2|100
05/21/2020|Beaver Valley 1|100
05/21/2020|Beaver Valley 2|100
05/21/2020|Braidwood 1|100
05/21/2020|Braidwood 2|100
05/21/2020|Browns Ferry 1|100
05/21/2020|Browns Ferry 2|0
05/21/2020|Browns Ferry 3|100
05/21/2020|Brunswick 1|100
05/21/2020|Brunswick 2|100
05/21/2020|Byron 1|100
05/21/2020|Byron 2|100
05/21/2020|Callaway|100
05/21/2020|Calvert Cliffs 1|100
05/21/2020|Calvert Cliffs 2|100
05/21/2020|Catawba 1|0
05/21/2020|Catawba 2|100
05/21/2020|Clinton|99
05/21/2020|Columbia Generating Station|66
05/21/2020|Comanche Peak 1|100
05/21/2020|Comanche Peak 2|100
05/21/2020|Cooper|99
05/21/2020|D.C. Cook 1|100
05/21/2020|D.C. Cook 2|100
05/21/2020|Davis-Besse|100
05/21/2020|Diablo Canyon 1|100
05/21/2020|Diablo Canyon 2|100
05/21/2020|Dresden 2|100
05/21/2020|Dresden 3|100
05/21/2020|Duane Arnold|95
05/21/2020|Farley 1|100
05/21/2020|Farley 2|100
05/21/2020|Fermi 2|0
05/21/2020|FitzPatrick|100
05/21/2020|Ginna|0
05/21/2020|Grand Gulf 1|0
05/21/2020|Harris 1|100
05/21/2020|Hatch 1|100
05/21/2020|Hatch 2|100
05/21/2020|Hope Creek 1|100
05/21/2020|Indian Point 2|0
05/21/2020|Indian Point 3|100
05/21/2020|LaSalle 1|100
05/21/2020|LaSalle 2|100
05/21/2020|Limerick 1|100
05/21/2020|Limerick 2|100
05/21/2020|McGuire 1|100
05/21/2020|McGuire 2|100
05/21/2020|Millstone 2|0
05/21/2020|Millstone 3|100
05/21/2020|Monticello|93
05/21/2020|Nine Mile Point 1|100
05/21/2020|Nine Mile Point 2|100
05/21/2020|North Anna 1|100
05/21/2020|North Anna 2|100
05/21/2020|Oconee 1|100
05/21/2020|Oconee 2|100
05/21/2020|Oconee 3|100
05/21/2020|Palisades|100
05/21/2020|Palo Verde 1|100
05/21/2020|Palo Verde 2|100
05/21/2020|Palo Verde 3|100
05/21/2020|Peach Bottom 2|100
05/21/2020|Peach Bottom 3|100
05/21/2020|Perry 1|100
05/21/2020|Point Beach 1|100
05/21/2020|Point Beach 2|100
05/21/2020|Prairie Island 1|100
05/21/2020|Prairie Island 2|80
05/21/2020|Quad Cities 1|100
05/21/2020|Quad Cities 2|100
05/21/2020|River Bend Station 1|100
05/21/2020|Robinson 2|100
05/21/2020|Saint Lucie 1|100
05/21/2020|Saint Lucie 2|100
05/21/2020|Salem 1|100
05/21/2020|Salem 2|60
05/21/2020|Seabrook 1|100
05/21/2020|Sequoyah 1|100
05/21/2020|Sequoyah 2|100
05/21/2020|South Texas 1|100
05/21/2020|South Texas 2|100
05/21/2020|Summer|100
05/21/2020|Surry 1|100
05/21/2020|Surry 2|0
05/21/2020|Susquehanna 1|75
05/21/2020|Susquehanna 2|99
05/21/2020|Three Mile Island 1|0
05/21/2020|Turkey Point 3|100
05/21/2020|Turkey Point 4|100
05/21/2020|Vogtle 1|100
05/21/2020|Vogtle 2|100
05/21/2020|Waterford 3|100
05/21/2020|Watts Bar 1|0
05/21/2020|Watts Bar 2|0
05/21/2020|Wolf Creek 1|100
05/20/2020|Arkansas Nuclear 1|100
05/20/2020|Arkansas Nuclear 2|100
05/20/2020|Beaver Valley 1|100
05/20/2020|Beaver Valley 2|100
05/20/2020|Braidwood 1|100
05/20/2020|Braidwood 2|100
05/20/2020|Browns Ferry 1|100
05/20/2020|Browns Ferry 2|0
05/20/2020|Browns Ferry 3|100
05/20/2020|Brunswick 1|100
05/20/2020|Brunswick 2|100
05/20/2020|Byron 1|100
05/20/2020|Byron 2|100
05/20/2020|Callaway|100
05/20/2020|Calvert Cliffs 1|100
05/20/2020|Calvert Cliffs 2|100
05/20/2020|Catawba 1|0
05/20/2020|Catawba 2|100
05/20/2020|Clinton|99
05/20/2020|Columbia Generating Station|65
05/20/2020|Comanche Peak 1|100
05/20/2020|Comanche Peak 2|100
05/20/2020|Cooper|100
05/20/2020|D.C. Cook 1|100
05/20/2020|D.C. Cook 2|100
05/20/2020|Davis-Besse|100
05/20/2020|Diablo Canyon 1|100
05/20/2020|Diablo Canyon 2|100
05/20/2020|Dresden 2|100
05/20/2020|Dresden 3|100
05/20/2020|Duane Arnold|95
05/20/2020|Farley 1|100
05/20/2020|Farley 2|100
05/20/2020|Fermi 2|0
05/20/2020|FitzPatrick|100
05/20/2020|Ginna|0
05/20/2020|Grand Gulf 1|0
05/20/2020|Harris 1|100
05/20/2020|Hatch 1|100
05/20/2020|Hatch 2|100
05/20/2020|Hope Creek 1|100
05/20/2020|Indian Point 2|0
05/20/2020|Indian Point 3|100
05/20/2020|LaSalle 1|100
05/20/2020|LaSalle 2|100
05/20/2020|Limerick 1|100
05/20/2020|Limerick 2|100
05/20/2020|McGuire 1|100
05/20/2020|McGuire 2|100
05/20/2020|Millstone 2|0
05/20/2020|Millstone 3|100
05/20/2020|Monticello|92
05/20/2020|Nine Mile Point 1|100
05/20/2020|Nine Mile Point 2|100
05/20/2020|North Anna 1|100
05/20/2020|North Anna 2|100
05/20/2020|Oconee 1|100
05/20/2020|Oconee 2|100
05/20/2020|Oconee 3|100
05/20/2020|Palisades|100
05/20/2020|Palo Verde 1|100
05/20/2020|Palo Verde 2|100
05/20/2020|Palo Verde 3|100
05/20/2020|Peach Bottom 2|100
05/20/2020|Peach Bottom 3|100
05/20/2020|Perry 1|100
05/20/2020|Point Beach 1|100
05/20/2020|Point Beach 2|100
05/20/2020|Prairie Island 1|100
05/20/2020|Prairie Island 2|80
05/20/2020|Quad Cities 1|100
05/20/2020|Quad Cities 2|100
05/20/2020|River Bend Station 1|100
05/20/2020|Robinson 2|100
